id,nama,status,agency,pagu,hps,penawaranmenang,pemenang,
24952014,Belanja Modal Pengadaan Mebeulair (luncuran 2011),0,Kabupaten Subang,693000000,682440000,648318000,CV. PERBAC MULYA SARI,
24951014,Belanja Modal Pengadaan Kontainer,0,Kabupaten Garut,270000000,270000000,255915000,CV. Kurnia Teknik,
24949014,Pengadaan Kontruksi Jalan Balai Benih Ikan,0,Arsip Nasional Republik Indonesia,220000000,220000000,199998000,cv.karya utama mandiri,
24948014,Belanja Rehabilitasi Saluran Air Kolam,0,Arsip Nasional Republik Indonesia,440000000,440000000,349220000,cv.ratu prima sejahtera,
24947014,Belanja Modal Pemagaran Kompleks BBI,0,Arsip Nasional Republik Indonesia,385000000,385000000,357056000,Cv. Tegar,
24946014,PNK-10 Peningkatan Jalan CIHANJUANG-PARONGPONG,0,Kabupaten Bandung Barat,2000000000,1999417000,1885224000,CV. CAHAYA MANDIRI UTAMA,
24943014,Pengadaan BHP Kasa Luka Bakar dan Kasa Lipat Ruangan,0,-,1544070000,1466866500,1295088300,PT. MULTI SARANA BUANA,
24941014,Pengadaan dan Pemasangan Fasilitas Lalu Lintas Ruas Jalan Sadang-Subang-Cikamurang-Cijelag,0,-,403400000,391397000,362385000,PT. LINTASMARGA NUSANTARA DJAYA,
24938014,Revitalisasi Keraton Kacirebonan,0,-,760109000,760109000,716751000,CV KIRATA,
24937014,Pengadaan Kendaraan Fungsional Pengangkut Calon KB,0,-,437612000,393500000,385000000,WIDAYAKA PRATAMA,
24936014,Penyusunan Feasibilty Studi Pembangunan Pusat-Pusat Etalase/Eksibisi/Promosi atas hasil Produksi Pertanian/Perkebunan,0,-,70000000,69932000,65857000,PT. DWI ELTIS KONSULTAN,
24935014,Pengadaan Bahan Bangunan Kecamatan Bungbulang Pakenjeng Pamulihan Caringin Cisewu Talegong Mekarmukti (Paket 6),0,Kabupaten Garut,484881070,464758000,459936000,CV FAMILY MANDIRI,
24934014,Pengadaan Bahan Bangunan Kecamatan Cikajang Banjarwangi Singajaya Pendeuy Cihurip (Paket 5),0,Kabupaten Garut,363625750,350452000,346857000,cv. agro mitra wahana,
24933014,Pengadaan Ternak Sapi Peranakan Ongole (PO) Betina dalam rangka Pengembangan Kawasan Sapi Potong pada 3 (tiga) Kabupaten di Jawa Barat,0,-,2295000000,2219184000,2139480000,PT. Swaption,
24930014,Pengadaan Perahu 5 GT Beserta Kelengkapannya,0,-,337600000,337600000,317400000,TRIJAYA PERMANA,
24928014,Pembangunan Gedung dan Bangunan RPH Ruminansia,0,Kabupaten Subang,1400000000,289000000,273363144.5,CV. KONCARA,
24927014,Pekerjaan Pemeliharaan Benteng Kawasan Barat Kampus Jatinangor,0,Kementerian Pendidikan dan Kebudayaan,791047000,791047000,700000000,CV. KALILA PUTRI,
24926014,Pengadaan Jasa Pelaksanaan Pekerjaan Pembangunan Pagar Asrama Universitas Pendidikan Indonesia,0,Kementerian Pendidikan dan Kebudayaan,393000000,389000000,341335000,BINTANG JAYA SENTOSA,
24923014,Pengadaan Mesin Pengolah Sampah,0,Kabupaten Garut,2100000000,2100000000,2045312500,CV. RAIRAKA,
24922014,Jasa Konsultansi Pengawasan Pembangunan Sarpas BBI,0,-,71000000,69890000,67123000,CV. GELORA KARYA PANIKEL,
24921014,Studi Lingkungan Sport Hall Bertaraf Internasional di Jawa Barat,0,-,250000000,149845000,147207500,PT. MARGA SARANA BHUMI,
24920014,Pembangunan Lt 2 Ruang Rawat Inap Klas 3 RSUD Pameungpeuk Kabupaten Garut.,0,Kabupaten Garut,1430000000,1427650000,1206564000,Cv. SINAR SURYA ABADI,
24919014,Perencanaan Rehabilitasi dan Pembangunan Sanpras Lanud TNI AU Suryadarma,0,-,232913000,185922000,181907000,PT. DWI ELTIS KONSULTAN,
24917014,PENGADAAN ALAT PASCA PANEN KOPI UNTUK KABUPATEN BANDUNG BARAT,0,-,265200000,264709200,225005000,CV. DINAR RIZKY UTAMA,
24914014,Renovasi/Peningkatan Gedung Kantor Balai Kemetrologian Cirebon Tahap II,0,Kementerian Perindustrian,1832165625,1799960000,1565408000,CV. TARUNA KARYA MANDIRI,
24912014,UPTD Pendidikan Kecamatan Patokbeusi (lelang ulang),0,Kabupaten Subang,457000000,457000000,444500000,CV.NATA JAYA,
24908014,Pekerjaan Pemeliharaan Tebing Kawasan Gedung Rektorat Universitas Padjadjaran Kampus Jatinangor,0,Kementerian Pendidikan dan Kebudayaan,1000000000,976000000,946727000,ANEKA BANGUNAN,
24906014,Belanja Modal Pengadaan Printer dan Kelengkapan Penunjang e-Library,0,-,264347500,263736500,241012750,CV. GEOSOFTWIN,
24905014,Verifiasi Nilai Perolehan Air (NPA) Perusahaan Pengambil Air Tanah di Kabupaten Garut,0,Kabupaten Garut,90000000,90000000,89650000,PT. Munasa Kreasi Nusantara,
24903014,Belanja Modal Pengadaan Kelengkapan/Accesoris Komputer dan Jaringan,0,-,3262152500,3240330325,2975720000,PT. Bina Taruna Sakti,
24902014,Inventarisasi dan Penyusunan Data Dasar Potensi Lingkungan Beraspek Geologi,0,Kabupaten Garut,92000000,92000000,91795000,PT. Inasa Sakha Kirana,
24901014,UPTD Pendidikan Kecamatan Cijambe,0,Kabupaten Subang,457000000,457000000,445000000,CV. GUNA TATA SINAMBUNG,
24900014,Belanja Hibah Pengadaan Peralatan Matematika SMP Swasta,0,-,432000000,427687200,414849000,CV. BRAMANTYA KENCANA EKAPADA,
24899014,Pembangunan Sarana Dan Prasarana Balai Benih Ikan,0,-,1573500000,1572990000,1495580000,CV. PATEN WASTU MANDIRI,
24898014,Belanja Modal Pengadaan Peralatan IPS SMP,0,-,720000000,712720000,645268800,ZOMANTARA CIPTA SARANA,
24897014,Survey Pengukuran dan Pembuatan Desain Jaringan Listrik,0,Kabupaten Garut,85000000,84958000,83985000,PT. Munasa Kreasi Nusantara,
24895014,Jasa Konsultansi Perancangan Survey Investigasi Desain (SID) Cetak Sawah di Kabupaten Tasikmalaya dan Garut,0,-,650000000,631759000,612084000,PT. Inasa Sakha Kirana,
24894014,Jasa Konsultansi Perencanaan Survey Investigasi Desain (SID) Cetak Sawah Di Kabupaten Ciamis,0,-,1500000000,1465633000,1419550000,PT. SIGMA EKSPRESI,
24893014,Jasa Konsultansi Perancangan Survey Investigasi Desain (SID) Cetak Sawah di Kabupaten Pangandaran,0,-,1500000000,1466595000,1414908000,PT. Sarana Bagja Bumi,
24892014,Pembangunan Kandang Sapi,0,Kabupaten Subang,400000000,399700000,394000000,CV. KONCARA,
24887014,Jasa Konsultansi Inspeksi Jalan Wilayah Kabupaten Bandung Barat,0,Kabupaten Bandung Barat,200000000,199990000,195100000,PT. WAHANA PRAKARSA UTAMA,
24886014,Revitalisasi Cagar Budaya Sunyaragi,0,-,2660157000,2660157000,2487140000,PT. ARTHAMULIA WAHANA BAHARI,
24885014,Penyusunan Perencanaan Teknis Pembangunan Reservoir UPT Wilayah II,0,Kabupaten Bandung Barat,70000000,69355000,68940000,PT. ANDRA CIPTA CONSULT,
24884014,Penyusunan Perencanaan Teknis Pembangunan Reservoir UPT Wilayah I,0,Kabupaten Bandung Barat,70000000,69437000,68915000,PT. SIGMA EKSPRESI,
24883014,Penyusunan Perencanaan Teknis Pembangunan Jaringan Irigasi UPT Wilayah II,0,Kabupaten Bandung Barat,80000000,79530000,78760000,PT. BUMI MATRA INDONESIA,
24882014,Penyusunan Perencanaan Teknis Pembangunan Jaringan Irigasi UPT Wilayah I,0,Kabupaten Bandung Barat,80000000,79420000,78560000,PT. Arenco Binatama,
24881014,Jasa Konsultansi Inspeksi Jembatan Wilayah Kabupaten Bandung Barat,0,Kabupaten Bandung Barat,216063801,216053000,210325000,cv.maya persada,
24880014,Penyusunan Detail Engginering Desain (DED) Daerah Irigasi Cipinang I II III,0,Kabupaten Bandung Barat,85000000,84815000,83875000,CV. EKUILAPATTRA,
24879014,Penyusunan Detail Engginering Desain (DED) Daerah Irigasi Cilangkap II III IV V,0,Kabupaten Bandung Barat,100000000,98758000,97776000,CV. EKUILAPATTRA,
24878014,Penyusunan Detail Engginering Desain (DED) Daerah Irigasi Rajamandala,0,Kabupaten Bandung Barat,70000000,68420000,67534000,PT. NADIPUTRA PRATAMA,
24877014,Penyusunan Detail Engginering Desain (DED) Daerah Irigasi Cidadap II,0,Kabupaten Bandung Barat,70000000,68750000,67700000,PT. Sisarti Baksya Asasta,
24873014,Pengadaan Alat-alat Laboratorium Kultur,0,-,800000000,784314300,779400000,PT. MARNO MITRA MANDIRI,
24872014,Pengadaan dan Pemasangan Fasilitas Lalu Lintas Jalan Ruas Jalan Sumedang-Wado-Bantarujeg-Cikijing,0,-,570650000,511903500,469661000,PT. LINTASMARGA NUSANTARA DJAYA,
24867014,Peningkatan Dermaga Danau Cirata di Kebon Coklat Kab. Cianjur,0,Provinsi Jawa Barat,4159710000,4048400000,3806800000,PT. SINAR SAKETI PRATAMA,
24866014,Rehabilitasi Gedung SKB Kabupaten Subang,0,Kabupaten Subang,420000000,420000000,376169000,CV. FATRA SIDIK,
24865014,Pembangunan Pagar Kantor,0,Kabupaten Subang,230500000,230500000,204553416.4,CV. KARYA PUTRA,
24864014,Pengadaan Ternak Sapi Potong Betina (Peranakan Ongole) (Paket XVII),0,Kabupaten Garut,543750000,541312200,534725000,SARANA MULTI KARYA,
24863014,Pengadaan Sumur Dalam PPPPTK Sulawesi Selatan,0,-,367045000,367045000,353190000,CV. RAODHA THUL JANNAH,
24862014,Belanja Modal Pengadaan Konstruksi/Pembelian Rumah Dinas / Pembangunan Asrama Mahasiswa Jawa Barat di Jogjakarta,0,-,4500000000,4499999000,4290824000,PT. PRIMA ANDALAN GROUP,
24860014,Belanja Pengadaan Aspal,0,Kabupaten Pangandaran,1441722600,1302732000,1283700000,CV. Madina Madani Mandiri,
24859014,Pengadaan Ternak Sapi Potong (Peranakan Ongole) (Paket XVI),0,Kabupaten Garut,553250000,549121100,539445000,CV. LAJU INTAN UTAMA,
24858014,Pengadaan Ternak Sapi Potong Jantan (Peranakan Ongole (paket XV),0,Kabupaten Garut,269500000,267879700,265225000,CV. ARGA SAPUTRA,
24857014,Pengadaan Ternak Sapi Potong Betina (Peranakan Ongole) Paket XIV,0,Kabupaten Garut,426800000,425968400,423720000,PT. Swaption,
24856014,Pengadaan Pakaian Dinas Pegawai untuk keperluan Universitas Pendidikan Indonesia (UPI) Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,716925000,716925000,701250000,CV. Rapih Jaya,
24854014,REKONDISI DAN MODIFIKASI MOBIL PEMADAM KEBAKARAN,0,Kabupaten Karawang,1404556000,1402988000,1386000000,PT. Matra Perkasa Utama,
24852014,Pembangunan Instalasi Biogas Individual Di Kabupaten Bandung,0,Kementerian Energi Dan Sumber Daya Mineral,603500000,602752370,599738600,PT. TRIJAYA SANINA,
24848014,Pengadaan Alat Pengolahan Teh Hijau Tepung,0,-,360000000,357280000,,,
24846014,Peningkatan Produksi Produktivitas dan Mutu Produk Perkebunan Produk Pertanian,0,Kabupaten Subang,254774000,254728184,254089000,CV. PUTRA PRATAMA,
24845014,Peningkatan Mutu dan Labelling Beras Subang,0,Kabupaten Subang,333700000,333668212,333274900,CV. PUTRA PRATAMA,
24844014,Revitalisasi Mesjid Agung Sang Cipta Rasa,0,-,2622496000,2622496000,2457234000,Niagara Asri Karyatama,
24842014,Pengadaan Baret Toga Wisudawan Universitas Padjadjaran Tahun 2014,0,Kementerian Pendidikan dan Kebudayaan,900000000,886639600,656255000,CV FENNINDO JAYA ABADI,
24840014,Pengadaan Alat-Alat Kesehatan Sekolah,0,Kabupaten Garut,1984669375,1892254000,1831250000,PT. INTAN MADANIA UTAMA,
24838014,Pembangunan/ Revitalisasi dan Pengembangan Destinasi Wisata Siap Kunjung Candi Jiwa Karawang (APBD I); Pekerjaan Pematangan Lahan Urugan Tanah Berikut Pemadatan,0,Kabupaten Karawang,750000000,748447000,726009000,cv. mutiara indah,
24837014,Pembangunan/ Revitalisasi dan Pengembangan Destinasi Wisata Siap Kunjung Candi Jiwa Karawang (APBD I); Pekerjaan Pengerasan Areal Parkir Dengan Pavling Blok 8 cm,0,Kabupaten Karawang,696309115,695949000,667801000,CV. LIKKA UTAMA,
24835014,Belanja Modal Pembangunan Gedung Cancer Unit Tahap 1,0,-,18591450000,7186590000,6787500000,PT. KARYA BANGUN GUNATAMA,
24834014,PENGADAAN ALAT PASCA PANEN KELAPA,0,-,295875000,295810700,290367000,CV.Sinar Terang,
24826014,Belanja Modal Pengadaan Konstruksi Fisik/Bangunan Gedung /Penataan Kawasan Perbaikan Saluran Drainase dan Pembuatan Bak Penampung (Lelang Baru),0,-,292432000,292432000,282119000,CV. Citarum Jaya,
24823014,SID CETAK SAWAH (LOKASI KABUPATEN SUMEDANG KABUPATEN MAJALENGKA DAN KABUPATEN KUNINGAN),0,-,650000000,634097000,603578000,CV. FASADE UTAMA,
24822014,SID CETAK SAWAH (LOKASI KABUPATEN BANDUNG DAN BANDUNG BARAT),0,-,700000000,684405000,659854000,PT. SELARAS MULTIARSI KONSULTAN,
24821014,SID CETAK SAWAH (LOKASI KABUPATEN SUKABUMI),0,-,1750000000,1708443000,1663689000,PT. DWI ELTIS KONSULTAN,
24820014,SID CETAK SAWAH (LOKASI KABUPATEN CIANJUR),0,-,1750000000,1713943000,1631003000,PT. ARIA GRAHA,
24817014,DED NORMALISASI DRAINASE DAN TROTOAR JALAN Dr. TARUNO,0,Kabupaten Karawang,99880000,99880000,98940000,PT. Arenco Binatama,
24816014,DED JEMBATAN KW 6 KECAMATAN KARAWANG BARAT,0,Kabupaten Karawang,343420000,343420000,314250000,PT. SECON DWITUNGGAL PUTRA,
24815014,DED NORMALISASI DRAINASE DAN TROTOAR JALAN DEPAN HOTEL KARAWANG INDAH - JATIRASA BARAT - SANGKALI,0,Kabupaten Karawang,99880000,99880000,99050000,PT. Gumilang Sajati,
24814014,DED JALAN AKSES TOL KARAWANG BARAT,0,Kabupaten Karawang,328900000,328900000,286275000,CV. HENDRA CO,
24813014,DED NORMALISASI DRAINASE DAN TROTOAR JALAN KERTABUMI - DEPAN BANK JABAR,0,Kabupaten Karawang,99880000,99880000,99190000,PT. SIGMA EKSPRESI,
24812014,DED JEMBATAN IRIGASI TARUM BARAT MENUJU TOL KARAWANG BARAT (BADAMI),0,Kabupaten Karawang,353100000,353100000,349220000,PT. SIGMA EKSPRESI,
24811014,DED NORMALISASI DRAINASE DAN TROTOAR JALAN TUPAREV - YAYASAN AT-TAUBAH,0,Kabupaten Karawang,99880000,99880000,98720000,PT.REKA CIPTA BINA SEMESTA,
24810014,DED JEMBATAN CITARUM (PABRIK ES) JALAN AKSES TOL KARAWANG BARAT,0,Kabupaten Karawang,420750000,420750000,411620000,PT. Rekakota Manajemen Konsultan,
24809014,DED NORMALISASI DRAINASE DAN TROTOAR JALAN DEPAN PM - JL. MELATI - DEPAN RUMAH DINAS SEKDA,0,Kabupaten Karawang,99880000,99880000,99330000,PT. Arenco Binatama,
24808014,DED JALAN DAN JEMBATAN CIPTASARI - KUTALANGGENG,0,Kabupaten Karawang,279400000,279400000,244200000,CV. HENDRA CO,
24807014,DED JEMBATAN RUMAMBE II,0,Kabupaten Karawang,420750000,420750000,417890000,PT. GIRI AWAS,
24806014,DED JALAN KODIM AP 02,0,Kabupaten Karawang,173525000,173525000,171600000,PT. ANDIKA PERSADA RAYA,
24804014,Belanja Modal Pengadaan Perahu Patroli Pengawasan,0,Kabupaten Subang,375000000,374748000,373527000,cv. Kurdi Jaya,
24803014,Pengadaan Ternak Sapi Potong Jantan (Silangan) (Paket XII),0,Kabupaten Garut,643000000,639599400,637600000,insancita,
24802014,Rehab Berat Ruang Kelas MTsN Tanggeung,0,Kementerian Agama,302428000,301704000,300440000,CV. FIHLA UTAMA,
24801014,Belanja Modal Pengadaan alat-alat penunjang CSSD (Banprov),0,Kabupaten Garut,500338000,470000000,462550000,PT. KEIFFA BUNGA LESTARI,
24800014,Belanja Modal Pengadaan Alat-Alat Kedokteran Bedah (Banprov),0,Kabupaten Garut,1498147000,1482309400,1439767000,CITRA DUA DIVA,
24799014,Pembangunan Lanjutan Kandang Ternak Fakultas Peternakan Kampus Jatinangor,0,Kementerian Pendidikan dan Kebudayaan,2006000000,1757336000,1561433600,MUSLIH SAPUTRI,
24797014,Pengadaan Barang Cetakan Tahap I Pusat Mata Nasional Rumah Sakit Mata Cicendo Tahun 2014,0,Kementerian Kesehatan,599900180,532316900,353353715,Dwimuharam Putra,
24796014,Belanja Modal Hibah Barang/Jasa yang diserahkan pihak ketiga/masyarakat pada SKPD berupa Unit Kandang Komunal Terintegrasi,0,-,1790000000,1788536000,1664161000,CV.RIZKY NABILA,
24795014,Belanja Modal pengadaan Kelengkapan/Accesories Komputer dan Jaringan,0,-,275200000,273800000,215987200,CV KABAYAN CONSULTING,
24793014,Belanja Modal Pengadaan Komputer Mainframe/Server,0,-,464700000,464250000,385000000,CV. Cidar Cintana,
24791014,Belanja Jasa Konsultansi Penelitian Kerusakan Tanah Akibat Produksi Biomassa di Kabupaten Bandung Barat,0,-,248414000,247087500,242165000,PT. TJIPTA ANDHIKA PERSADA,
24790014,PENGADAAN BAHAN PELATIHAN BAHAN PENUNJANG (ATK PESERTA BAJU PESERTA/PAKAIAN KERJA PESERTA & BAHAN AJAR) PAKET II-RUPIAH MURNI,0,Kementerian Tenaga Kerja Dan Transmigrasi,921218036,921218036,911858000,CV. Bangun Karya Mandiri,
24789014,Perencanaan DED Rehabilitasi D.I Pasirtanjung Ds. Sindanglaya Kec. Tanjungsiang,0,Kabupaten Subang,100150000,100150000,95000000,PT. MASSUKA PRATAMA,
24788014,Perencanaan DED Bendung Cisarongge Ds. Talagasari Kec. Serangpanjang,0,Kabupaten Subang,125000000,125000000,123125750,PT. DWI ELTIS KONSULTAN,
24787014,Pengadaan Peralatan dan Perlengkapan Kantor untuk keperluan Prodi Sekolah Pascasarjana (SPs) Terintegrasi Universitas Pendidikan Indonesia (UPI) Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,888000000,887000000,793573000,CV. UNIVERSAL STUDIO,
24786014,Belanja Modal Pengadaan Alat-Alat Kedokteran Bedah(Pajak Rokok/DAU),0,Kabupaten Garut,1792877250,1745600000,1695045000,PT. Kitaya Citra Mandiri,
24785014,Pembangunan Jaringan Listrik di UPTD ESDM Wilayah I Cianjur (Paket 112 E Sukabumi),0,Kementerian Energi Dan Sumber Daya Mineral,1246061000,1236379000,1194408000,CV. DUTA UTAMA,
24784014,Pengadaan Meubeulair Pendukung Pembelajaran untuk keperluan Universitas Pendidikan Indonesia (UPI) Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,500000000,500000000,443278000,CV. UNIVERSAL STUDIO,
24783014,Belanja Modal Pengadaan Tempat Tidur Pasien Lengkap,0,-,1464155000,1464129000,1236950000,PT ASRI TRISNA MANDIRI,
24782014,Perencanaan Rehabilitasi Gedung Latih Detasemen Kavaleri TNI-AD,0,-,150000000,119559000,117040000,PT. SELARAS MULTIARSI KONSULTAN,
24781014,Perencanaan Detain Desain Pelabuhan Perikanan Pantai (PPP) Cilauteureun,0,-,175000000,173937500,173057500,PT. ATLAS PRIMARCO,
24779014,Belanja Modal Pengadaan Printer / Pengadaan Printer,0,-,487500000,486200000,464750000,PT. SEVEN HONEY,
24777014,Pengadaan Alat Pertanian (traktor Kultivator Soiltester Power Sprayer Dan Pompa Air ),0,Kabupaten Garut,280000000,279195400,266504700,Cahaya Permata Timur,
24776014,Pembangunan Jembatan Gantung Cukanggaleuh,0,Kabupaten Pangandaran,300000000,299442000,296526000,SUMBER HARTA,
24774014,Belanja Bahan Laboratorium / Pengadaan bahan laboratorium /Kimia,0,-,1050000000,1049575000,1023998800,Trisprima Usahajaya,
24773014,Belanja Modal Peralatan Jasmani Olahraga dan Kesehatan SMP,0,-,380000000,376228500,364914000,CV. MANDALA WICAKSANA,
24771014,Belanja Modal Pengadaan Peralatan Matematika SMP,0,-,468000000,463327800,448965000,CV.CENDIKIA NUSANTARA,
24769014,Belanja MOdal Peralatan Pendidikan Ilmu Pengetahuan Sosial (IPS) SD,0,-,659200000,650445000,633029000,CV. BRAMANTYA KENCANA EKAPADA,
24768014,Belanja Modal Peralatan Pendidikan Bahasa SD,0,-,1157720000,1143114600,858360800,CV. PACAX TAGASU,
24767014,Bangunan Kandang Ayam Buras (Layer),0,-,320000000,319975000,261991000,CV. TARUNA KARYA MANDIRI,
24765014,Konstruksi Gedung Kantor Instalasi POPT Bandung,0,-,1959830400,1959478000,1872000000,CV. Gandasari Putri,
24762014,Pembangunan Ruang Perawatan Puskesmas Cipunagara,0,Kabupaten Subang,900000000,897990000,788450000,CV. PRAKARSA UTAMA,
24761014,Pembangunan Gudang Arsip dan Barang,0,Kabupaten Subang,478500000,478500000,468800000,CV. PRASETYA PERKASA,
24759014,Rehabilitasi Puskesmas Sukamerang Kecamatan Kersamanah,0,Kabupaten Garut,481140000,480977000,400698000,great jaya pratama,
24758014,Rehabilitasi Gedung PONED Puskesmas DTP Pameungpeuk Kecamatan Pameungpeuk,0,Kabupaten Garut,437400000,435588000,358958000,CV.SAHARA JAYA,
24757014,Rehabilitasi Gedung PONED Puskesmas DTP Bl. Limbangan Kecamatan BL. Limbangan,0,Kabupaten Garut,437400000,435858000,361123000,BHAKTI INAYAH,
24756014,Rehabilitasi Gedung PONED Puskesmas DTP Cikajang Kecamatan Cikajang,0,Kabupaten Garut,437400000,435803000,366074000,CV. CEMPAKA,
24755014,Rehabilitasi Gedung PONED Pukesmas DTP Bungbulang Kecamatan Bungbulang,0,Kabupaten Garut,437400000,436461000,369861000,CV.BAYU BUANA,
24754014,Penataan Lingkungan GOR Panatayudha,0,Kabupaten Karawang,527630000,494792000,444800000,CV. KARYA ANUGERAH AGUNG,
24753014,Rencana Pelaksanaan Rekayasa Konstruksi Penggelontoran Drainase Kawasan Garut Kota,0,Kabupaten Garut,150000000,149971000,147716000,HUMAN,
24752014,Jasa Konsultansi Apraisal Tanah Seluas + 830 Ha dan Tanah Titisara (Kas Desa) Tanah Pengganti Titisara (Kas Desa) seluas + 200 Ha pada Kegiatan Pembebasan Lahan Bandar Udara Internasional Jawa Barat,0,-,600000000,568452500,509245000,KJPP FIRMAN AZIS & REKAN,
24751014,Survey Identifikasi dan Desain Potensi Embung di Wilayah Garut Utara,0,Kabupaten Garut,400000000,399195000,393041000,PT. INTIMULYA MULTIKENCANA,
24750014,Pekerjaan Penyelenggaraan Event Organizer pada Kegiatan West Java Cultural Performing Art (GOTRASAWALA),0,-,3058750000,3057125000,2443325000,PT.GLOBAL SARANA CONVEX,
24749014,Pekerjaan Rehabilitasi PLTMH di Kabupaten Cianjur,0,Kementerian Energi Dan Sumber Daya Mineral,379645000,378474000,351982000,CV. SUMBER REJEKI,
24748014,Pekerjaan Rehabilitasi PLTMH di Kabupaten Sukabumi,0,Kementerian Energi Dan Sumber Daya Mineral,374000000,371910000,345880000,CV. SUMBER REJEKI,
24747014,Belanja Modal Pengadaan Alat-alat Kedokteran Umum,0,Kabupaten Subang,1092175000,1055405000,1012392000,PT. BERKAT MEKON INDAH,
24746014,Pembangunan SDN Baros 3,0,Arsip Nasional Republik Indonesia,1000000000,999275000,953729000,HENDRI PUTRA. CV,
24745014,Pengadaan Pekerjaan Konstruksi Pembangunan RKB SDN Genteng,0,Arsip Nasional Republik Indonesia,340000000,338955000,324253000,CV. PADA ASIH,
24744014,Pengadaan Pekerjaan Konstruksi Pembangunan RKB SDN Cisarua,0,Arsip Nasional Republik Indonesia,340000000,338988000,325561500,JAYA KONTRAKTOR. CV,
24741014,Rehabilitasi Saluran Irigasi D.I. Cibereum 4,0,Kota Sukabumi,303460000,301976000,272778000,CV. NURANI,
24739014,PENGAWASAN PEMBANGUNAN ASRAMA MAHASISWA JAWA BARAT DI JOGYAKARTA,0,-,185000000,184189000,175417000,PT. GELAR BUANA PERSADA,
24737014,Pengadaan Peralatan Laboratorium Rapid Pattern Manufacturing,0,Kota Bandung,829291572,829291572,825150000,PT. DELIMA CAHAYA ABADI,
24736014,Pengadaan Peralatan Laboratorium Simulasi Proses Foundry,0,Kota Bandung,1238540909,1238540909,1235570000,PT. BAKTI MAJU KARYA PUTRI,
24735014,Pengadaan Peralatan Laboratorium Rapid Prototyping,0,Kota Bandung,4799355592,4799355592,4787180000,Winindo Berkah Karya Sejahtera,
24734014,PENGADAAN DAN PEMASANGAN ALAT KOMUNIKASI RADIO DAN PENERUS PANCAR FREKUENSI DI 4 LOKASI TERMINAL WILAYAH I II III DAN KANTOR DISHUBKOMINFO,0,Kabupaten Karawang,294142000,290404800,284504000,CV SEMAR PUTRA JAYA,
24733014,Pengadaan Barang Habis Pakai dan Operasional Perkantoran (Paket-2) untuk keperluan Universitas Pendidikan Indonesia Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,753500000,753500000,745165278,CV NUGARADA ABADI,
24732014,PENYUSUNAN STANDAR PELAYANAN (SP) DAN STANDAR OPERASIONAL PROSEDUR (SOP),0,Kabupaten Garut,163600413,162629500,161425000,PT. ANDRA CIPTA CONSULT,
24731014,Peningkatan Jalan Kokon Komariah,0,Kota Sukabumi,1390000000,1388790000,1325308000,Wujud Cita Utama,
24730014,Pengadaan Alat Kesehatan Habis Pakai,0,-,850000000,849798700,809467590,PT.SAUDARA TIGA SEJAHTERA,
24729014,Pembangunan/Revitalisasi dan Pengembangan Destinasi Wisata Siap Kunjung Candi Jiwa Karawang (APBDI) Untuk Belanja Jasa Konsultansi Penelitian,0,Kabupaten Karawang,200000000,200000000,192274000,PT. PILAR PRIMA PARAHYANGAN,
24728014,Pembangunan Jalan Lingkungan Ciseureuh Tahap II,0,Kota Sukabumi,439200000,437956000,430060000,CV.DAFFA,
24726014,Belanja Jasa Konsultansi Evaluasi Kegiatan Usaha Koperasi,0,Kabupaten Karawang,121700000,121700000,115115000,PT. Inasa Sakha Kirana,
24725014,Rehabilitasi Bendung Cipelang 5,0,Kota Sukabumi,471669000,468450000,448409000,CV. FIRAN JAYA SAMPURNA,
24724014,Rehabilitasi Bendung Cipelang Leutik 2,0,Kota Sukabumi,297000000,295120000,270196000,cv gilang gading,
24723014,Rehabilitasi Bendung Cipanengah 6,0,Kota Sukabumi,385000000,381910000,363269000,CV.WILADI,
24722014,Pengadaan Ternak Sapi Potong Betina (Peranakan Ongole) Paket XIII),0,Kabupaten Garut,581250000,578381100,573900000,Serera Putra,
24719014,PEMETAAN KAWASAN PESISIR DAN PULAI-PULAU KECIL,0,Kabupaten Karawang,100000000,100000000,99357500,PT. Arenco Binatama,
24718014,Pengadaan Ternak Sapi Perah (Fries Holland) (Paket XI),0,Kabupaten Garut,938500000,936065900,907150000,CV. LINGGA BUANA PERKASA,
24716014,Rehabilitasi Saluran Irigasi D.I Cisuda 10,0,Kota Sukabumi,418000000,414841000,390167000,nurhuda saputra,
24715014,Belanja Pembangunan Sarana Fasilitas Pemasran Hasil Peternakan di Kabupaten Cirebon,0,-,1100000000,1091058000,998630000,CV. ROMIZA,
24714014,Study Kebutuhan Pendidikan dan Keterampilan Bagi Purna TKI di Kabupaten Subang,0,Kabupaten Subang,145719000,145719000,138435000,PT. SUMAPLAN ADICIPTA PERSADA,
24713014,Penyusunan Grand Design Pemerintah Kecamatan dan Kelurahan,0,Kabupaten Subang,143141000,143141000,123970000,PT. Arenco Binatama,
24712014,Pengadaan Jasa Manajemen Kontruksi Pembangunan Gedung Poliklinik Tahap I RSUP Dr. Hasan Sadikin Bandung,1,-,287156100,190420000,184239000,PT. SANGKURIANG,
